"0", "1", "2", "3", "4"
"1504837632","1504968703","RU","RUS","RUSSIAN FEDERATION"
"1504968704","1505099775","PT","PRT","PORTUGAL"
"1505099776","1505230847","DE","DEU","GERMANY"
"1505230848","1505239039","RU","RUS","RUSSIAN FEDERATION"
"1505239040","1505247231","IE","IRL","IRELAND"
"1505247232","1505255423","LV","LVA","LATVIA"
"1505255424","1505263615","IT","ITA","ITALY"
"1505263616","1505271807","DK","DNK","DENMARK"
"1505271808","1505273087","NL","NLD","NETHERLANDS"
"1505273088","1505273095","NZ","NZL","NEW ZEALAND"
"1505273096","1505279999","NL","NLD","NETHERLANDS"
"1505280000","1505296383","RU","RUS","RUSSIAN FEDERATION"
"1505296384","1505304575","UA","UKR","UKRAINE"
"1505304576","1505312767","FR","FRA","FRANCE"
"1505312768","1505320959","RU","RUS","RUSSIAN FEDERATION"
"1505320960","1505329151","AT","AUT","AUSTRIA"
"1505329152","1505337343","GB","GBR","UNITED KINGDOM"
"1505337344","1505345535","FR","FRA","FRANCE"
"1505345536","1505353727","MK","MKD","THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA"
"1505353728","1505359663","CZ","CZE","CZECH REPUBLIC"
"1505359664","1505359671","SK","SVK","SLOVAKIA"
"1505359672","1505361919","CZ","CZE","CZECH REPUBLIC"
"1505361920","1505370111","PL","POL","POLAND"
"1505370112","1505378303","SM","SMR","SAN MARINO"
"1505378304","1505386495","IT","ITA","ITALY"
"1505386496","1505394687","HU","HUN","HUNGARY"
"1505394688","1505402879","DE","DEU","GERMANY"
"1505402880","1505411071","DK","DNK","DENMARK"
"1505411072","1505419263","BG","BGR","BULGARIA"
"1505419264","1505427455","RU","RUS","RUSSIAN FEDERATION"
"1505427456","1505435647","UA","UKR","UKRAINE"
"1505435648","1505443839","MD","MDA","REPUBLIC OF MOLDOVA"
"1505443840","1505460223","GB","GBR","UNITED KINGDOM"
"1505460224","1505476607","CZ","CZE","CZECH REPUBLIC"
"1505476608","1505484799","RU","RUS","RUSSIAN FEDERATION"
"1505484800","1505492991","PL","POL","POLAND"
"1505492992","1505501183","NL","NLD","NETHERLANDS"
"1505501184","1505509375","CS","SCG","SERBIA AND MONTENEGRO"
"1505509376","1505517567","SA","SAU","SAUDI ARABIA"
"1505517568","1505525759","RU","RUS","RUSSIAN FEDERATION"
"1505525760","1505533951","IT","ITA","ITALY"
"1505533952","1505542143","RU","RUS","RUSSIAN FEDERATION"
"1505542144","1505550335","PL","POL","POLAND"
"1505550336","1505566719","RU","RUS","RUSSIAN FEDERATION"
"1505566720","1505574911","IT","ITA","ITALY"
"1505574912","1505583103","YE","YEM","YEMEN"
"1505583104","1505591295","HU","HUN","HUNGARY"
"1505591296","1505607679","RU","RUS","RUSSIAN FEDERATION"
"1505607680","1505615871","SE","SWE","SWEDEN"
"1505615872","1505624063","SA","SAU","SAUDI ARABIA"
"1505624064","1505632255","FI","FIN","FINLAND"
"1505632256","1505648639","CZ","CZE","CZECH REPUBLIC"
"1505648640","1505656831","LT","LTU","LITHUANIA"
"1505656832","1505665023","BH","BHR","BAHRAIN"
"1505665024","1505673215","IT","ITA","ITALY"
"1505673216","1505681407","BG","BGR","BULGARIA"
"1505681408","1505689599","RU","RUS","RUSSIAN FEDERATION"
"1505689600","1505697791","NO","NOR","NORWAY"
"1505697792","1505705983","IE","IRL","IRELAND"
"1505705984","1505714175","DE","DEU","GERMANY"
"1505714176","1505722367","LV","LVA","LATVIA"
"1505722368","1505738751","PL","POL","POLAND"
"1505738752","1505746943","GB","GBR","UNITED KINGDOM"
"1505746944","1505755135","RU","RUS","RUSSIAN FEDERATION"
"1505755136","1506017279","GB","GBR","UNITED KINGDOM"
"1506017280","1506279423","DE","DEU","GERMANY"
"1506279424","1506312191","NL","NLD","NETHERLANDS"
"1506312192","1506316287","GB","GBR","UNITED KINGDOM"
"1506316288","1506322431","PL","POL","POLAND"
"1506322432","1506324479","DE","DEU","GERMANY"
"1506324480","1506328575","RU","RUS","RUSSIAN FEDERATION"
"1506328576","1506330623","FI","FIN","FINLAND"
"1506330624","1506332671","NL","NLD","NETHERLANDS"
"1506332672","1506334719","PL","POL","POLAND"
"1506334720","1506336767","GB","GBR","UNITED KINGDOM"
"1506336768","1506338815","PL","POL","POLAND"
"1506338816","1506340863","UA","UKR","UKRAINE"
"1506340864","1506342911","RO","ROM","ROMANIA"
"1506342912","1506344959","UA","UKR","UKRAINE"
"1506344960","1506377727","LV","LVA","LATVIA"
"1506377728","1506410495","HR","HRV","CROATIA"
"1506410496","1506442239","DE","DEU","GERMANY"
"1506442240","1506442367","US","USA","UNITED STATES"
"1506442368","1506442879","DE","DEU","GERMANY"
"1506442880","1506442911","GB","GBR","UNITED KINGDOM"
"1506442912","1506442919","DE","DEU","GERMANY"
"1506442920","1506442923","GB","GBR","UNITED KINGDOM"
"1506442924","1506442927","NL","NLD","NETHERLANDS"
"1506442928","1506442975","US","USA","UNITED STATES"
"1506442976","1506443151","DE","DEU","GERMANY"
"1506443152","1506443167","US","USA","UNITED STATES"
"1506443168","1506443183","NL","NLD","NETHERLANDS"
"1506443184","1506443199","DE","DEU","GERMANY"
"1506443200","1506443263","US","USA","UNITED STATES"
"1506443264","1506444287","GB","GBR","UNITED KINGDOM"
"1506444288","1506445311","DE","DEU","GERMANY"
"1506445312","1506445519","FR","FRA","FRANCE"
"1506445520","1506445527","GB","GBR","UNITED KINGDOM"
"1506445528","1506445703","FR","FRA","FRANCE"
"1506445704","1506445711","NL","NLD","NETHERLANDS"
"1506445712","1506446335","FR","FRA","FRANCE"
"1506446336","1506446815","NL","NLD","NETHERLANDS"
"1506446816","1506446847","GB","GBR","UNITED KINGDOM"
"1506446848","1506447103","NL","NLD","NETHERLANDS"
"1506447104","1506447359","GB","GBR","UNITED KINGDOM"
"1506447360","1506448383","IT","ITA","ITALY"
"1506448384","1506448655","AT","AUT","AUSTRIA"
"1506448656","1506448671","GB","GBR","UNITED KINGDOM"
"1506448672","1506448703","AT","AUT","AUSTRIA"
"1506448704","1506448895","GB","GBR","UNITED KINGDOM"
"1506448896","1506449171","BE","BEL","BELGIUM"
"1506449172","1506449175","GB","GBR","UNITED KINGDOM"
"1506449176","1506449207","BE","BEL","BELGIUM"
"1506449208","1506449215","GB","GBR","UNITED KINGDOM"
"1506449216","1506449247","BE","BEL","BELGIUM"
"1506449248","1506449919","GB","GBR","UNITED KINGDOM"
"1506449920","1506449927","CH","CHE","SWITZERLAND"
"1506449928","1506450175","GB","GBR","UNITED KINGDOM"
"1506450176","1506450431","CH","CHE","SWITZERLAND"
"1506450432","1506450771","CZ","CZE","CZECH REPUBLIC"
"1506450772","1506450775","GB","GBR","UNITED KINGDOM"
"1506450776","1506450847","CZ","CZE","CZECH REPUBLIC"
"1506450848","1506451199","GB","GBR","UNITED KINGDOM"
"1506451200","1506451899","ES","ESP","SPAIN"
"1506451900","1506451903","GB","GBR","UNITED KINGDOM"
"1506451904","1506451943","ES","ESP","SPAIN"
"1506451944","1506452735","GB","GBR","UNITED KINGDOM"
"1506452736","1506452767","RO","ROM","ROMANIA"
"1506452768","1506452863","GB","GBR","UNITED KINGDOM"
"1506452864","1506452991","RO","ROM","ROMANIA"
"1506452992","1506454527","GB","GBR","UNITED KINGDOM"
"1506454528","1506455039","US","USA","UNITED STATES"
"1506455040","1506455551","GB","GBR","UNITED KINGDOM"
"1506455552","1506455807","US","USA","UNITED STATES"
"1506455808","1506456319","GB","GBR","UNITED KINGDOM"
"1506456320","1506456575","IT","ITA","ITALY"
"1506456576","1506456831","LU","LUX","LUXEMBOURG"
"1506456832","1506457023","IT","ITA","ITALY"
"1506457024","1506459135","GB","GBR","UNITED KINGDOM"
"1506459136","1506459647","BE","BEL","BELGIUM"
"1506459648","1506460111","FR","FRA","FRANCE"
"1506460112","1506460671","GB","GBR","UNITED KINGDOM"
"1506460672","1506460927","AT","AUT","AUSTRIA"
"1506460928","1506461183","GB","GBR","UNITED KINGDOM"
"1506461184","1506461311","IT","ITA","ITALY"
"1506461312","1506471935","GB","GBR","UNITED KINGDOM"
"1506471936","1506472447","NL","NLD","NETHERLANDS"
"1506472448","1506472703","GB","GBR","UNITED KINGDOM"
"1506472704","1506473215","IT","ITA","ITALY"
"1506473216","1506473471","GB","GBR","UNITED KINGDOM"
"1506473472","1506474495","IT","ITA","ITALY"
"1506474496","1506474751","FR","FRA","FRANCE"
"1506474752","1506475519","IT","ITA","ITALY"
"1506475520","1506476031","AT","AUT","AUSTRIA"
"1506476032","1506508799","KW","KWT","KUWAIT"
"1506508800","1506541567","CZ","CZE","CZECH REPUBLIC"
"1506541568","1506574335","RU","RUS","RUSSIAN FEDERATION"
"1506574336","1506590719","DE","DEU","GERMANY"
"1506590720","1506607103","IE","IRL","IRELAND"
"1506607104","1506639871","MK","MKD","THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA"
"1506639872","1506672639","NL","NLD","NETHERLANDS"
"1506705408","1506740223","GB","GBR","UNITED KINGDOM"
"1506740224","1506742271","FI","FIN","FINLAND"
"1506742272","1506744319","SE","SWE","SWEDEN"
"1506744320","1506746367","NL","NLD","NETHERLANDS"
"1506746368","1506748415","FI","FIN","FINLAND"
"1506748416","1506750463","RU","RUS","RUSSIAN FEDERATION"
"1506750464","1506752511","GB","GBR","UNITED KINGDOM"
"1506752512","1506754559","IE","IRL","IRELAND"
"1506754560","1506758655","RU","RUS","RUSSIAN FEDERATION"
"1506758656","1506760703","IT","ITA","ITALY"
"1506760704","1506764799","RU","RUS","RUSSIAN FEDERATION"
"1506764800","1506766847","IT","ITA","ITALY"
"1506766848","1506766903","NO","NOR","NORWAY"
"1506766904","1506767103","GE","GEO","GEORGIA"
"1506767104","1506768895","NO","NOR","NORWAY"
"1506768896","1506770943","AT","AUT","AUSTRIA"
"1506770944","1506775039","GB","GBR","UNITED KINGDOM"
"1506775040","1506777087","AT","AUT","AUSTRIA"
"1506777088","1506783231","GB","GBR","UNITED KINGDOM"
"1506783232","1506785279","RU","RUS","RUSSIAN FEDERATION"
"1506785280","1506787327","UA","UKR","UKRAINE"
"1506787328","1506789375","KW","KWT","KUWAIT"
"1506789376","1506791423","DE","DEU","GERMANY"
"1506791424","1506793471","GB","GBR","UNITED KINGDOM"
"1506793472","1506795519","RU","RUS","RUSSIAN FEDERATION"
"1506795520","1506797567","IE","IRL","IRELAND"
"1506797568","1506799615","ES","ESP","SPAIN"
"1506799616","1506801663","LV","LVA","LATVIA"
"1506801664","1506803711","DE","DEU","GERMANY"
"1506803712","1506869247","RU","RUS","RUSSIAN FEDERATION"
"1506869248","1506934783","UA","UKR","UKRAINE"
"1506934784","1507000319","GR","GRC","GREECE"
"1507000320","1507065855","QA","QAT","QATAR"
"1507065856","1507131391","SI","SVN","SLOVENIA"
"1507131392","1507196927","GB","GBR","UNITED KINGDOM"
"1507196928","1507262463","PT","PRT","PORTUGAL"
"1507262464","1507327999","BG","BGR","BULGARIA"
"1507328000","1507332095","RS","",""
"1507332096","1507334655","CS","SCG","SERBIA AND MONTENEGRO"
"1507334656","1507336191","RS","",""
"1507336192","1507336511","CS","SCG","SERBIA AND MONTENEGRO"
"1507336512","1507336703","RS","",""
"1507336704","1507337727","SR","SUR","SURINAME"
"1507337728","1507360383","RS","",""
"1507360384","1507377151","CS","SCG","SERBIA AND MONTENEGRO"
"1507377152","1507390719","RS","",""
"1507390720","1507391487","SR","SUR","SURINAME"
"1507391488","1507393535","RS","",""
"1507393536","1507459071","CH","CHE","SWITZERLAND"
"1507524608","1507590143","EE","EST","ESTONIA"
"1507590144","1507655679","NL","NLD","NETHERLANDS"
"1507655680","1507659775","DE","DEU","GERMANY"
"1507659776","1507663871","RU","RUS","RUSSIAN FEDERATION"
"1507663872","1507664127","IT","ITA","ITALY"
"1507664128","1507664383","GR","GRC","GREECE"
"1507664384","1507664767","DE","DEU","GERMANY"
"1507664768","1507664895","IT","ITA","ITALY"
"1507664896","1507665151","GR","GRC","GREECE"
"1507665152","1507667967","IT","ITA","ITALY"
"1507672064","1507676159","EE","EST","ESTONIA"
"1507676160","1507680255","IR","IRN","ISLAMIC REPUBLIC OF IRAN"
"1507680256","1507684351","NO","NOR","NORWAY"
"1507684352","1507688447","LV","LVA","LATVIA"
"1507688448","1507696639","IT","ITA","ITALY"
"1507696640","1507700735","DK","DNK","DENMARK"
"1507700736","1507704831","NL","NLD","NETHERLANDS"
"1507704832","1507708927","RU","RUS","RUSSIAN FEDERATION"
"1507708928","1507713023","CZ","CZE","CZECH REPUBLIC"
"1507713024","1507717119","RU","RUS","RUSSIAN FEDERATION"
"1507717120","1507721215","SE","SWE","SWEDEN"
"1507721216","1507753983","GB","GBR","UNITED KINGDOM"
"1507753984","1507819519","RU","RUS","RUSSIAN FEDERATION"
"1507819520","1507852287","HU","HUN","HUNGARY"
"1507852288","1508114431","FR","FRA","FRANCE"
"1508114432","1508376575","PL","POL","POLAND"
"1508376576","1508392959","GE","GEO","GEORGIA"
"1508392960","1508442111","RU","RUS","RUSSIAN FEDERATION"
"1508442112","1508458495","DK","DNK","DENMARK"
"1508458496","1508474879","RU","RUS","RUSSIAN FEDERATION"
"1508474880","1508491263","CZ","CZE","CZECH REPUBLIC"
"1508491264","1508507647","SE","SWE","SWEDEN"
"1508507648","1508521087","GB","GBR","UNITED KINGDOM"
"1508521088","1508521119","IE","IRL","IRELAND"
"1508521120","1508524031","GB","GBR","UNITED KINGDOM"
"1508524032","1508540415","IE","IRL","IRELAND"
"1508540416","1508556799","FR","FRA","FRANCE"
"1508556800","1508573183","PL","POL","POLAND"
"1508573184","1508589567","CZ","CZE","CZECH REPUBLIC"
"1508589568","1508605951","IR","IRN","ISLAMIC REPUBLIC OF IRAN"
"1508605952","1508622335","RU","RUS","RUSSIAN FEDERATION"
"1508622336","1508638719","EE","EST","ESTONIA"
"1508638720","1508639231","SE","SWE","SWEDEN"
"1508639232","1508639743","DK","DNK","DENMARK"
"1508639744","1508640511","SE","SWE","SWEDEN"
"1508640512","1508640767","DK","DNK","DENMARK"
"1508640768","1508641279","SE","SWE","SWEDEN"
"1508641280","1508641791","DK","DNK","DENMARK"
"1508641792","1508655103","SE","SWE","SWEDEN"
"1508655104","1508671487","FI","FIN","FINLAND"
"1508671488","1508687871","CH","CHE","SWITZERLAND"
"1508687872","1508704255","UZ","UZB","UZBEKISTAN"
"1508704256","1508720639","RU","RUS","RUSSIAN FEDERATION"
"1508720640","1508737023","FR","FRA","FRANCE"
"1508737024","1508753407","SA","SAU","SAUDI ARABIA"
"1508753408","1508769791","KG","KGZ","KYRGYZSTAN"
"1508769792","1508786175","PL","POL","POLAND"
"1508786176","1508787199","DE","DEU","GERMANY"
"1508787200","1508787455","ES","ESP","SPAIN"
"1508787456","1508787647","DE","DEU","GERMANY"
"1508787648","1508787679","LU","LUX","LUXEMBOURG"
"1508787680","1508787967","DE","DEU","GERMANY"
"1508787968","1508788095","AT","AUT","AUSTRIA"
"1508788096","1508802559","DE","DEU","GERMANY"
"1508802560","1508803183","GB","GBR","UNITED KINGDOM"
"1508803184","1508803199","FR","FRA","FRANCE"
"1508803200","1508818943","GB","GBR","UNITED KINGDOM"
"1508818944","1508835327","RO","ROM","ROMANIA"
"1508835328","1508851711","CZ","CZE","CZECH REPUBLIC"
"1508900864","1509163007","GB","GBR","UNITED KINGDOM"
"1509163008","1509425151","DE","DEU","GERMANY"
"1509425152","1509429247","NO","NOR","NORWAY"
"1509429248","1509433343","GB","GBR","UNITED KINGDOM"
"1509433344","1509437439","CH","CHE","SWITZERLAND"
"1509437440","1509441535","IT","ITA","ITALY"
"1509441536","1509445631","GB","GBR","UNITED KINGDOM"
"1509445632","1509449727","LV","LVA","LATVIA"
"1509449728","1509453823","ES","ESP","SPAIN"
"1509453824","1509457919","RU","RUS","RUSSIAN FEDERATION"
"1509457920","1509462015","GB","GBR","UNITED KINGDOM"
"1509462016","1509466111","LI","LIE","LIECHTENSTEIN"
"1509466112","1509469951","NL","NLD","NETHERLANDS"
"1509469952","1509470079","RU","RUS","RUSSIAN FEDERATION"
"1509470080","1509470207","NL","NLD","NETHERLANDS"
"1509470208","1509478399","RU","RUS","RUSSIAN FEDERATION"
"1509478400","1509482495","FR","FRA","FRANCE"
"1509482496","1509486591","RU","RUS","RUSSIAN FEDERATION"
"1509486592","1509490687","CZ","CZE","CZECH REPUBLIC"
"1509490688","1509494783","DK","DNK","DENMARK"
"1509494784","1509498879","RU","RUS","RUSSIAN FEDERATION"
"1509498880","1509501151","CH","CHE","SWITZERLAND"
"1509501152","1509501159","GB","GBR","UNITED KINGDOM"
"1509501160","1509502975","CH","CHE","SWITZERLAND"
"1509502976","1509507071","RU","RUS","RUSSIAN FEDERATION"
"1509507072","1509511167","GB","GBR","UNITED KINGDOM"
"1509511168","1509515263","LT","LTU","LITHUANIA"
"1509515264","1509519359","HR","HRV","CROATIA"
"1509519360","1509531647","RU","RUS","RUSSIAN FEDERATION"
"1509531648","1509535743","GB","GBR","UNITED KINGDOM"
"1509535744","1509539839","RU","RUS","RUSSIAN FEDERATION"
"1509539840","1509543935","AM","ARM","ARMENIA"
"1509543936","1509548031","LB","LBN","LEBANON"
"1509548032","1509564415","RU","RUS","RUSSIAN FEDERATION"
"1509564416","1509568511","GB","GBR","UNITED KINGDOM"
"1509568512","1509572607","FI","FIN","FINLAND"
"1509572608","1509576703","NL","NLD","NETHERLANDS"
"1509576704","1509580799","KZ","KAZ","KAZAKHSTAN"
"1509580800","1509584895","CZ","CZE","CZECH REPUBLIC"
"1509584896","1509588479","NO","NOR","NORWAY"
"1509588480","1509588607","GB","GBR","UNITED KINGDOM"
"1509588608","1509588991","NO","NOR","NORWAY"
"1509588992","1509593087","DE","DEU","GERMANY"
"1509593088","1509601279","RU","RUS","RUSSIAN FEDERATION"
"1509601280","1509605375","NL","NLD","NETHERLANDS"
"1509605376","1509609471","PL","POL","POLAND"
"1509609472","1509617663","RU","RUS","RUSSIAN FEDERATION"
"1509617664","1509621759","CZ","CZE","CZECH REPUBLIC"
"1509621760","1509625855","NL","NLD","NETHERLANDS"
"1509625856","1509629951","UA","UKR","UKRAINE"
"1509629952","1509634047","HU","HUN","HUNGARY"
"1509634048","1509638143","FR","FRA","FRANCE"
"1509638144","1509642239","RU","RUS","RUSSIAN FEDERATION"
"1509642240","1509646335","KW","KWT","KUWAIT"
"1509646336","1509650431","RU","RUS","RUSSIAN FEDERATION"
"1509650432","1509654527","GB","GBR","UNITED KINGDOM"
"1509654528","1509658623","DE","DEU","GERMANY"
"1509658624","1509666815","RU","RUS","RUSSIAN FEDERATION"
"1509666816","1509670911","IT","ITA","ITALY"
"1509670912","1509675007","GB","GBR","UNITED KINGDOM"
"1509675008","1509679103","NO","NOR","NORWAY"
"1509679104","1509683199","ES","ESP","SPAIN"
"1509683200","1509687295","CH","CHE","SWITZERLAND"
"1509687296","1509703679","UA","UKR","UKRAINE"
"1509703680","1509720063","RU","RUS","RUSSIAN FEDERATION"
